age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
59,housemaid,married,primary,no,1071,no,no,unknown,19,jun,140,1,-1,0,unknown,no
39,management,married,tertiary,no,5142,no,no,cellular,3,jun,157,1,-1,0,unknown,no
32,services,divorced,secondary,no,130,yes,no,cellular,30,jan,194,3,-1,0,unknown,no
29,admin.,married,secondary,no,36,yes,no,unknown,28,may,126,1,-1,0,unknown,no
42,admin.,single,secondary,no,2790,yes,no,cellular,7,may,425,1,336,1,failure,no
43,admin.,married,secondary,no,264,yes,no,cellular,17,apr,113,2,-1,0,unknown,no
27,services,married,secondary,no,1304,no,no,cellular,30,jan,403,1,-1,0,unknown,no
39,blue-collar,married,primary,no,1411,yes,no,unknown,20,may,625,2,-1,0,unknown,no
29,management,married,tertiary,no,135,no,no,cellular,29,jul,225,4,-1,0,unknown,no
58,retired,married,secondary,no,158,yes,yes,cellular,2,feb,156,5,-1,0,unknown,no
44,blue-collar,married,secondary,no,1343,yes,yes,cellular,8,may,414,2,287,2,failure,no
49,management,married,tertiary,no,0,no,no,cellular,9,jul,87,1,-1,0,unknown,no
49,admin.,married,secondary,no,1677,no,no,unknown,5,jun,19,3,-1,0,unknown,no
38,technician,married,secondary,no,710,yes,no,cellular,17,apr,196,1,346,3,failure,no
41,blue-collar,married,primary,no,406,yes,no,unknown,9,may,2462,1,-1,0,unknown,no
30,admin.,single,secondary,no,3809,yes,no,unknown,3,jun,159,4,-1,0,unknown,no
36,technician,single,secondary,no,9068,yes,no,unknown,23,may,98,1,-1,0,unknown,no
36,entrepreneur,divorced,secondary,no,251,no,no,unknown,17,jun,59,6,-1,0,unknown,no
36,management,married,tertiary,no,2178,yes,no,cellular,14,may,75,3,-1,0,unknown,no
53,blue-collar,married,secondary,no,2531,yes,no,cellular,7,apr,413,1,-1,0,unknown,no
57,entrepreneur,married,tertiary,no,1681,no,no,cellular,25,jul,159,1,-1,0,unknown,no
55,unemployed,married,tertiary,no,457,yes,no,unknown,5,jun,61,3,-1,0,unknown,no
30,blue-collar,single,primary,no,296,no,no,telephone,5,feb,41,7,-1,0,unknown,no
59,retired,married,secondary,no,9976,yes,no,unknown,29,may,57,2,-1,0,unknown,no
50,management,single,tertiary,no,709,yes,no,cellular,8,may,207,1,-1,0,unknown,no
35,housemaid,married,secondary,no,495,no,no,cellular,14,aug,414,4,-1,0,unknown,no
39,management,married,secondary,no,1585,yes,no,cellular,30,jan,82,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,140,yes,no,unknown,6,may,311,3,-1,0,unknown,no
30,blue-collar,single,secondary,no,574,no,no,cellular,5,feb,11,6,-1,0,unknown,no
33,self-employed,single,secondary,no,238,yes,yes,cellular,5,feb,45,5,-1,0,unknown,no
44,management,married,tertiary,no,226,yes,no,cellular,14,aug,190,3,270,3,failure,yes
30,technician,married,tertiary,no,2166,no,no,cellular,12,jan,316,2,-1,0,unknown,yes
26,blue-collar,single,primary,no,-579,yes,no,unknown,16,may,320,3,-1,0,unknown,no
39,blue-collar,married,secondary,no,1386,yes,yes,unknown,4,jun,193,2,-1,0,unknown,no
51,management,married,tertiary,no,22557,yes,no,telephone,23,jul,71,3,-1,0,unknown,no
28,admin.,married,secondary,no,1595,no,no,unknown,9,sep,1,1,254,4,success,no
32,self-employed,single,tertiary,no,1815,no,no,telephone,10,aug,235,1,102,2,failure,yes
31,technician,single,secondary,no,2846,no,no,cellular,8,aug,174,3,-1,0,unknown,no
31,technician,married,secondary,no,1032,yes,no,unknown,26,may,70,6,-1,0,unknown,no
31,admin.,single,secondary,no,423,no,no,cellular,11,aug,215,1,-1,0,unknown,no
42,self-employed,married,secondary,no,513,no,no,telephone,5,feb,98,1,-1,0,unknown,no
40,admin.,married,secondary,no,523,yes,yes,unknown,8,may,598,3,-1,0,unknown,no
35,technician,married,secondary,no,179,no,yes,cellular,20,aug,82,2,-1,0,unknown,no
46,management,married,tertiary,no,37378,yes,no,cellular,14,oct,146,1,518,1,failure,no
29,blue-collar,married,secondary,no,-114,yes,no,cellular,15,may,132,2,359,2,failure,no
41,self-employed,married,secondary,no,1,no,no,cellular,19,aug,55,4,-1,0,unknown,no
52,admin.,married,secondary,no,876,no,no,unknown,27,may,227,3,-1,0,unknown,no
59,entrepreneur,married,tertiary,no,705,yes,no,unknown,20,may,446,2,-1,0,unknown,no
71,technician,married,tertiary,no,383,no,no,cellular,27,oct,327,2,183,3,success,no
51,blue-collar,married,primary,no,2315,no,no,cellular,7,aug,111,2,-1,0,unknown,no
38,services,single,secondary,no,-196,yes,no,cellular,2,feb,60,1,271,1,failure,no
48,management,married,tertiary,no,4060,no,no,cellular,19,aug,331,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,1023,yes,no,cellular,13,may,64,5,336,11,other,no
45,admin.,married,secondary,no,285,no,no,cellular,6,feb,8,5,-1,0,unknown,no
39,technician,single,tertiary,no,0,no,no,cellular,27,aug,147,4,-1,0,unknown,no
42,management,divorced,tertiary,no,245,no,no,cellular,14,aug,103,2,-1,0,unknown,no
31,technician,single,secondary,no,1282,no,no,cellular,12,may,144,1,460,2,failure,no
30,management,divorced,tertiary,no,415,yes,yes,cellular,6,may,984,1,343,4,failure,yes
35,management,single,tertiary,no,478,yes,no,cellular,14,may,107,1,265,2,failure,no
41,services,divorced,secondary,no,0,yes,no,cellular,9,jul,126,1,-1,0,unknown,no
45,management,married,unknown,no,169,no,no,cellular,5,feb,58,1,-1,0,unknown,no
40,services,married,secondary,no,1291,no,yes,unknown,12,jun,138,1,-1,0,unknown,no
53,services,married,primary,no,574,yes,no,unknown,20,may,121,2,-1,0,unknown,no
48,management,married,tertiary,no,291,yes,no,telephone,23,jul,350,2,-1,0,unknown,no
60,retired,divorced,primary,no,95,no,yes,unknown,27,jun,244,1,-1,0,unknown,no
48,management,divorced,tertiary,no,17964,yes,no,cellular,26,may,208,2,96,3,other,yes
32,blue-collar,married,secondary,no,-325,yes,yes,unknown,21,may,171,1,-1,0,unknown,no
